variable_name,source_file,source_module,line,declared_type,attributes,dimensions,is_parameter,target_file,target_module,target_module_purpose,proposed_rename,referenced_by_n_files,referenced_by,possibly_referenced_by_n_files,possibly_referenced_by,documentation
QQQSW,src/contaminant/column/colm_c2.f90,COLM_C2,71,DOUBLEPRECISION,,(4),False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Previous surface-water volume flow into each column face (m3/s).
QQQSW1,src/contaminant/column/colm_c2.f90,COLM_C2,72,DOUBLEPRECISION,,(4),False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Current surface-water volume flow into each column face (m3/s).
GGAMM,src/contaminant/column/colm_c2.f90,COLM_C2,74,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Previous dynamic/dead-space water-coupling rate by cell (1/s).
GGAMM1,src/contaminant/column/colm_c2.f90,COLM_C2,75,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Current dynamic/dead-space water-coupling rate by cell (1/s).
PPHI,src/contaminant/column/colm_c2.f90,COLM_C2,76,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Previous mobile-water fraction by cell; currently `0.5`.
PPHI1,src/contaminant/column/colm_c2.f90,COLM_C2,77,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Current mobile-water fraction by cell; currently `0.5`.
QQ,src/contaminant/column/colm_c2.f90,COLM_C2,78,DOUBLEPRECISION,,"(LLEE,4)",False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Previous solver-scaled subsurface flow by cell and face (m3/s).
QQ1,src/contaminant/column/colm_c2.f90,COLM_C2,79,DOUBLEPRECISION,,"(LLEE,4)",False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Current solver-scaled subsurface flow by cell and face (m3/s).
TTHET,src/contaminant/column/colm_c2.f90,COLM_C2,80,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Previous volumetric water content by cell.
TTHET1,src/contaminant/column/colm_c2.f90,COLM_C2,81,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Current volumetric water content by cell.
UUAJP,src/contaminant/column/colm_c2.f90,COLM_C2,82,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Previous upward vertical water flux by cell interface (m/s).
UUAJP1,src/contaminant/column/colm_c2.f90,COLM_C2,83,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Current upward vertical water flux by cell interface (m/s).
QQRF,src/contaminant/column/colm_c2.f90,COLM_C2,85,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Previous upward water-volume flow through the column base (m3/s).
QQRF1,src/contaminant/column/colm_c2.f90,COLM_C2,86,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Current upward water-volume flow through the column base (m3/s).
QI,src/contaminant/column/colm_c2.f90,COLM_C2,87,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Previous net-precipitation volume flow; downward input is negative (m3/s).
QI1,src/contaminant/column/colm_c2.f90,COLM_C2,88,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_water.f90,cm_column_water,Per-column water state used by the transport solver.,,0,,1,src/contaminant/CMmod.f90,Current net-precipitation volume flow; downward input is negative (m3/s).
GCAPLA,src/contaminant/column/colm_cc.f90,COLM_CC,62,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,"Active contaminant's scaled chemical-decay coefficient, `GCPLA(NCONT)`."
CSWA,src/contaminant/column/colm_cc.f90,COLM_CC,64,DOUBLEPRECISION,,(4),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Explicit adjacent/boundary surface-water concentration by face.
CSWAT,src/contaminant/column/colm_cc.f90,COLM_CC,65,DOUBLEPRECISION,,(4),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Scaled time derivative of the adjacent concentration in `CSWA`.
RRRSWA,src/contaminant/column/colm_cc.f90,COLM_CC,66,DOUBLEPRECISION,,(4),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Adjacent/boundary surface-water retardation factor by face.
RRRSAT,src/contaminant/column/colm_cc.f90,COLM_CC,67,DOUBLEPRECISION,,(4),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,"Total scaled time derivative of `RRRSWA`, including concentration change."
RRRLS,src/contaminant/column/colm_cc.f90,COLM_CC,68,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Loose-sediment retardation factor for the current column.
RRRLSC,src/contaminant/column/colm_cc.f90,COLM_CC,69,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Dynamic-concentration derivative of `RRRLS`.
RRRLST,src/contaminant/column/colm_cc.f90,COLM_CC,70,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Scaled time derivative of `RRRLS`.
RRRSW,src/contaminant/column/colm_cc.f90,COLM_CC,71,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Surface-water retardation factor for the current column.
RRRSWC,src/contaminant/column/colm_cc.f90,COLM_CC,72,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Dynamic-concentration derivative of `RRRSW`.
RRRSWT,src/contaminant/column/colm_cc.f90,COLM_CC,73,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Scaled time derivative of `RRRSW`.
CCAPA,src/contaminant/column/colm_cc.f90,COLM_CC,75,DOUBLEPRECISION,,"(LLEE,4)",False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Explicit lateral upwind candidate by subsurface cell and face.
CCAPAT,src/contaminant/column/colm_cc.f90,COLM_CC,76,DOUBLEPRECISION,,"(LLEE,4)",False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Scaled time derivative of `CCAPA`; nonzero for implicit bank coupling.
CCAP,src/contaminant/column/colm_cc.f90,COLM_CC,78,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Updated dynamic-region concentration returned by `COLM`.
COLCAP,src/contaminant/column/colm_cc.f90,COLM_CC,79,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Prior dynamic-region concentration supplied to `COLM`.
SCAP,src/contaminant/column/colm_cc.f90,COLM_CC,80,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Updated dead-space-region concentration returned by `COLM`.
SOLCAP,src/contaminant/column/colm_cc.f90,COLM_CC,81,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Prior dead-space-region concentration supplied to `COLM`.
EDCAP,src/contaminant/column/colm_cc.f90,COLM_CC,83,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Net dynamic-region source/sink term subtracted in `COLM`.
EDCAPC,src/contaminant/column/colm_cc.f90,COLM_CC,84,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Dynamic-concentration derivative of `EDCAP`.
EDCAPT,src/contaminant/column/colm_cc.f90,COLM_CC,85,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Scaled time derivative of `EDCAP`.
ESCAP,src/contaminant/column/colm_cc.f90,COLM_CC,86,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Net dead-space source/sink term subtracted in `COLM`.
ESCAPS,src/contaminant/column/colm_cc.f90,COLM_CC,87,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Dead-space-concentration derivative of `ESCAP`.
ESCAPT,src/contaminant/column/colm_cc.f90,COLM_CC,88,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Scaled time derivative of `ESCAP`.
ESSCAP,src/contaminant/column/colm_cc.f90,COLM_CC,89,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Top-cell surface-water/loose-sediment plant-uptake term; uninitialized.
ESSCPC,src/contaminant/column/colm_cc.f90,COLM_CC,90,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Dynamic-concentration derivative of `ESSCAP`; uninitialized.
ESSCPT,src/contaminant/column/colm_cc.f90,COLM_CC,91,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Scaled time derivative of `ESSCAP`; uninitialized.
DDOD,src/contaminant/column/colm_cc.f90,COLM_CC,93,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Prior effective longitudinal dispersion divided by `D0`.
DDOD1,src/contaminant/column/colm_cc.f90,COLM_CC,94,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Current effective longitudinal dispersion divided by `D0`.
GNERD,src/contaminant/column/colm_cc.f90,COLM_CC,96,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Dynamic-region decay generation passed between successive contaminants.
GNDSE,src/contaminant/column/colm_cc.f90,COLM_CC,97,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Dead-space decay generation passed between successive contaminants.
GND2,src/contaminant/column/colm_cc.f90,COLM_CC,98,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Time-derivative component of dynamic-region decay generation.
GNDSE2,src/contaminant/column/colm_cc.f90,COLM_CC,99,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Time-derivative component of dead-space decay generation.
AALPSO,src/contaminant/column/colm_cc.f90,COLM_CC,101,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Exchange coefficient between dynamic and dead-space soil regions.
FFSO,src/contaminant/column/colm_cc.f90,COLM_CC,102,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Fraction of adsorption sites assigned to the dynamic region.
GGNNSO,src/contaminant/column/colm_cc.f90,COLM_CC,103,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,"Active contaminant's Freundlich exponent, repeated by cell."
KKDSO,src/contaminant/column/colm_cc.f90,COLM_CC,104,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Derived soil distribution coefficient by cell and active contaminant.
CCPRF,src/contaminant/column/colm_cc.f90,COLM_CC,106,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Advected base-flux concentration; zero for a fixed-concentration base.
CCPRFT,src/contaminant/column/colm_cc.f90,COLM_CC,107,DOUBLEPRECISION,,,False,src/contaminant/column/cm_column_state.f90,cm_column_state,Per-column concentrations and source/sink terms.,,0,,1,src/contaminant/CMmod.f90,Scaled time derivative of `CCPRF`; currently always zero.
DLT,src/contaminant/column/colm_cc1.f90,COLM_CC1,44,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_equations.f90,cm_column_equations,Coupled equation workspace for the column solver.,,0,,1,src/contaminant/CMmod.f90,"Coefficient of the next-row dynamic rate, `OME(i+1)`."
ELT,src/contaminant/column/colm_cc1.f90,COLM_CC1,45,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_equations.f90,cm_column_equations,Coupled equation workspace for the column solver.,,0,,1,src/contaminant/CMmod.f90,"Diagonal coefficient of the dynamic rate, `OME(i)`."
ELTSTR,src/contaminant/column/colm_cc1.f90,COLM_CC1,46,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_equations.f90,cm_column_equations,Coupled equation workspace for the column solver.,,0,,1,src/contaminant/CMmod.f90,Nonlinear correction multiplying `OME(i)` in its diagonal.
EPS,src/contaminant/column/colm_cc1.f90,COLM_CC1,47,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_equations.f90,cm_column_equations,Coupled equation workspace for the column solver.,,0,,1,src/contaminant/CMmod.f90,Solved dead-space concentration rate with respect to scaled time.
FLT,src/contaminant/column/colm_cc1.f90,COLM_CC1,48,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_equations.f90,cm_column_equations,Coupled equation workspace for the column solver.,,0,,1,src/contaminant/CMmod.f90,"Coefficient of the previous-row dynamic rate, `OME(i-1)`."
GLT,src/contaminant/column/colm_cc1.f90,COLM_CC1,49,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_equations.f90,cm_column_equations,Coupled equation workspace for the column solver.,,0,,1,src/contaminant/CMmod.f90,Magnitude of the negative `EPS(i)` coupling in the dynamic equation.
OME,src/contaminant/column/colm_cc1.f90,COLM_CC1,50,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_equations.f90,cm_column_equations,Coupled equation workspace for the column solver.,,0,,1,src/contaminant/CMmod.f90,Solved dynamic-region concentration rate with respect to scaled time.
PLT,src/contaminant/column/colm_cc1.f90,COLM_CC1,51,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_equations.f90,cm_column_equations,Coupled equation workspace for the column solver.,,0,,1,src/contaminant/CMmod.f90,"Diagonal coefficient of the dead-space rate, `EPS(i)`."
PLTSTR,src/contaminant/column/colm_cc1.f90,COLM_CC1,52,DOUBLEPRECISION,,(LLEE),False,src/contaminant/column/cm_column_equations.f90,cm_column_equations,Coupled equation workspace for the column solver.,,0,,1,src/contaminant/CMmod.f90,Nonlinear correction multiplying `EPS(i)` in its diagonal.
